id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
68756,1,17,1,9147,1,1,154.0,1,19,37,5,7,141.8,0,0,0,1,0,0,18,0,0,5,6,4,12.4,1,0,5,12,4,12.4,0,9.4,-0.8,-3.12,Graduate
68757,1,39,1,9085,1,12,133.1,1,37,37,9,10,120.0,1,0,1,0,0,0,29,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
68758,1,39,1,9003,1,1,133.1,1,19,19,9,4,140.0,0,0,0,1,1,0,26,0,0,6,8,4,12.25,0,0,6,14,3,10.333333333333334,0,16.2,0.3,-0.92,Dropout
68759,1,18,1,9070,1,1,164.0,1,19,38,9,9,145.0,1,0,0,1,0,1,19,0,0,6,8,6,13.25,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate
68760,2,39,1,9500,1,1,100.0,1,37,37,4,10,111.8,0,0,0,0,1,0,47,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,15.5,2.8,-4.06,Dropout
68761,1,17,1,9238,1,1,135.0,1,1,37,4,7,126.6,0,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,0,6,7,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
68762,1,1,3,9500,1,1,145.0,1,38,37,7,7,127.0,1,0,0,1,0,0,18,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,Graduate
68763,1,17,2,9147,1,1,136.0,1,1,2,2,2,126.1,1,0,0,1,1,0,21,0,0,5,10,3,11.333333333333334,0,0,5,10,2,11.0,0,7.6,2.6,0.32,Enrolled
68764,1,1,1,9238,1,1,148.0,1,1,19,4,0,131.7,0,0,0,1,0,0,18,0,0,6,7,6,12.666666666666666,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
68765,1,17,1,8014,0,1,131.0,1,19,37,4,7,123.7,0,0,0,1,0,0,20,0,0,6,13,4,11.0,0,0,6,8,4,11.8,0,9.4,-0.8,-3.12,Dropout
68766,2,44,1,9130,1,39,120.0,1,37,37,9,4,120.0,0,0,0,0,1,0,32,0,1,6,6,2,11.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
68767,1,39,1,9500,1,1,100.0,1,3,1,2,4,121.5,0,0,0,1,1,0,24,0,0,8,11,7,10.857142857142858,0,0,8,10,7,11.5,3,10.8,1.4,1.74,Enrolled
68768,1,1,5,9500,1,1,145.0,1,38,38,5,8,126.5,1,0,0,1,0,1,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate
68769,1,1,1,9070,1,1,120.0,1,38,1,5,5,129.3,1,0,0,1,1,0,19,0,0,6,6,6,12.0,0,0,6,6,6,11.5,0,10.8,1.4,1.74,Enrolled
68770,1,1,1,9085,1,1,140.0,1,19,37,9,9,124.0,1,0,0,1,0,0,18,0,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,12.7,3.7,-1.7,Graduate
68771,1,44,1,9003,1,39,140.0,1,19,38,9,9,140.0,0,0,0,1,0,1,21,0,0,6,11,5,11.6,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,Enrolled
68772,1,17,1,9130,1,1,142.0,1,3,1,2,10,127.9,1,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,6,7,4,11.25,0,10.8,1.4,1.74,Dropout
68773,2,39,1,9991,0,1,150.0,1,37,37,1,1,120.0,0,0,0,1,1,0,37,0,0,5,8,3,10.666666666666666,0,0,5,6,0,0.0,0,9.4,-0.8,-3.12,Dropout
68774,1,39,1,9991,0,1,110.0,1,38,19,5,5,130.0,0,0,0,0,1,0,27,0,0,5,6,4,11.0,0,0,5,13,3,11.333333333333334,0,10.8,1.4,1.74,Dropout
68775,1,1,1,9147,1,1,130.0,1,1,3,4,10,126.8,0,0,0,1,1,0,18,0,0,5,11,3,11.0,0,0,5,10,3,11.0,0,10.8,1.4,1.74,Enrolled
68776,1,1,3,9500,1,1,144.0,1,1,37,4,9,126.0,1,0,0,1,0,0,19,0,0,7,7,6,13.533333333333331,0,0,7,7,6,13.533333333333331,0,7.6,2.6,0.32,Graduate
68777,1,1,1,9773,1,1,128.0,1,19,1,3,3,116.5,1,0,0,1,1,1,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
68778,2,39,1,9238,1,1,133.1,1,37,19,9,10,132.4,0,0,0,1,1,0,53,0,0,6,7,6,14.714285714285714,0,0,6,9,5,14.6,0,13.9,-0.3,0.79,Graduate
68779,1,43,1,9556,1,1,160.0,1,19,3,9,2,130.0,0,0,0,1,0,0,20,0,0,7,14,7,11.95,0,0,8,15,7,12.042857142857144,0,12.7,3.7,-1.7,Graduate
68780,1,1,1,9773,1,1,135.0,1,38,38,5,7,126.1,1,0,0,1,1,1,18,0,0,6,8,6,12.666666666666666,0,0,6,7,6,13.571428571428571,0,10.8,1.4,1.74,Graduate
68781,3,1,1,8014,0,1,151.0,1,1,22,9,90,146.5,0,0,0,1,1,1,33,0,0,6,6,4,12.5,0,0,6,7,2,12.5,0,7.6,2.6,0.32,Dropout
68782,1,17,1,9254,1,1,123.0,1,1,1,4,10,118.4,0,0,0,1,0,0,19,0,0,6,7,6,11.666666666666666,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12,Enrolled
68783,1,1,1,9147,1,1,152.0,1,3,1,1,9,156.1,0,0,0,1,0,0,18,0,0,5,9,5,11.666666666666666,0,0,5,6,5,12.8,0,13.9,-0.3,0.79,Graduate
68784,2,39,1,8014,0,1,110.0,1,37,37,9,9,130.0,0,0,0,1,0,1,26,0,0,6,8,5,11.2,0,0,6,8,5,13.5,0,9.4,-0.8,-3.12,Graduate
68785,1,1,1,9070,1,1,132.0,1,1,1,1,1,133.0,1,0,0,1,1,0,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,11.1,0.6,2.02,Enrolled
68786,1,1,1,9773,1,1,121.0,1,19,38,6,7,117.0,0,0,0,1,0,1,18,0,0,6,6,6,13.833333333333334,0,0,6,7,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate
68787,1,39,1,9003,1,19,133.1,1,1,1,4,4,101.5,0,0,0,0,1,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
68788,1,42,1,9119,1,1,120.0,1,1,1,9,10,125.0,0,0,0,1,1,0,25,0,2,6,8,1,10.0,0,0,6,8,0,0.0,0,12.7,3.7,-1.7,Dropout
68789,1,39,1,9003,1,12,133.1,1,37,1,9,10,95.8,0,0,0,1,1,0,40,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
68790,1,1,1,9773,1,1,127.0,1,38,1,9,3,116.9,0,0,0,1,0,1,18,0,0,6,7,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
68791,1,39,1,9119,1,1,130.0,1,19,1,5,90,116.1,1,0,1,0,1,0,31,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout
68792,1,1,1,9670,1,1,140.0,1,3,1,2,7,129.4,0,0,0,1,0,0,18,0,0,5,6,5,12.4,0,0,5,5,5,12.8,0,9.4,-0.8,-3.12,Graduate
68793,2,39,1,9119,1,1,120.0,1,37,37,90,5,128.2,0,0,0,1,1,0,34,0,0,5,9,3,10.333333333333334,0,0,5,12,1,10.0,0,10.8,1.4,1.74,Dropout
68794,1,44,1,9003,1,39,140.0,1,37,37,9,8,140.0,0,0,0,1,0,0,21,0,0,6,6,6,12.5,0,0,6,7,5,12.8,0,15.5,2.8,-4.06,Graduate
68795,1,1,2,9500,1,1,124.0,1,1,19,5,8,118.8,1,0,0,1,0,0,19,0,0,7,10,7,14.7,0,0,8,8,8,13.8,0,16.2,0.3,-0.92,Graduate
68796,1,1,1,9773,1,1,137.0,1,1,1,9,3,131.9,1,0,0,1,1,0,18,0,0,6,8,6,13.666666666666666,0,0,6,6,6,13.666666666666666,0,9.4,-0.8,-3.12,Graduate
68797,1,1,1,9147,1,1,168.0,1,19,37,9,9,155.1,1,0,0,1,1,0,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
68798,1,1,1,9147,1,1,136.0,1,19,19,9,163,125.9,1,0,0,1,0,1,19,0,0,5,6,5,14.0,0,0,5,5,5,12.6,0,11.1,0.6,2.02,Graduate
68799,1,1,1,9238,1,1,118.0,1,19,19,7,7,112.4,0,0,0,1,0,0,20,0,0,6,8,5,12.6,0,0,6,13,6,11.166666666666666,0,15.5,2.8,-4.06,Graduate
68800,1,17,1,9773,1,1,118.0,1,38,38,5,7,120.5,1,0,0,1,0,0,19,0,0,6,7,5,12.4,0,0,6,12,3,13.0,0,7.6,2.6,0.32,Enrolled
68801,1,1,2,9556,1,1,115.0,1,37,37,9,8,112.2,1,0,0,1,0,1,20,0,0,7,7,7,13.785714285714286,0,0,8,8,8,14.1,0,16.2,0.3,-0.92,Graduate
68802,1,17,1,9254,1,1,132.0,1,19,38,9,5,127.1,1,0,0,1,0,1,18,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate
68803,2,39,1,9853,1,19,133.1,1,19,37,4,9,95.5,1,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
68804,1,1,1,9254,1,1,133.1,1,19,19,3,3,103.0,0,0,0,1,1,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
68805,1,1,1,171,1,1,146.0,1,3,1,2,3,151.3,1,0,0,1,0,0,19,0,6,12,12,12,13.0,0,4,11,12,11,13.181818181818182,0,8.9,1.4,3.51,Graduate
68806,1,1,6,9500,1,1,147.0,1,1,14,3,3,135.8,1,0,0,1,1,0,18,0,0,8,8,8,13.55,0,0,8,8,8,13.55,0,9.4,-0.8,-3.12,Graduate
68807,1,1,4,9773,1,1,140.0,1,38,19,4,5,133.5,1,0,0,1,1,0,18,0,0,6,6,6,12.5,0,0,6,6,6,11.666666666666666,0,12.7,3.7,-1.7,Graduate
68808,1,1,2,9130,1,1,146.0,1,3,3,1,2,140.2,1,0,0,1,0,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
68809,1,17,3,9254,1,1,128.0,1,19,1,5,5,125.6,1,0,0,1,0,0,19,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
68810,1,1,1,9500,1,1,141.0,1,37,37,9,9,126.5,1,0,0,1,0,0,18,0,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,Graduate
68811,1,39,1,9119,1,1,133.1,1,37,37,9,9,95.0,0,0,1,0,1,0,35,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,Dropout
68812,1,17,4,9500,1,1,137.0,1,3,38,4,5,128.4,1,0,0,1,0,0,18,0,0,7,9,7,13.385714285714286,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate
68813,1,39,1,9085,1,1,130.0,1,1,19,9,9,162.3,0,0,0,1,0,1,24,0,0,5,6,5,14.0,0,0,5,5,5,13.8,0,8.9,1.4,3.51,Graduate
68814,1,17,1,9670,1,1,118.0,1,19,1,5,5,114.2,1,0,1,1,0,0,19,0,0,6,8,6,12.5,0,0,6,9,5,13.2,0,11.1,0.6,2.02,Enrolled
68815,1,17,4,9773,1,1,133.0,1,1,1,3,3,126.1,1,0,0,1,0,0,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,12.4,0.5,1.79,Graduate
68816,1,1,1,9085,1,1,124.0,1,19,19,9,9,124.7,1,0,0,1,0,0,20,0,0,6,14,4,12.6,2,0,6,8,6,12.0,0,9.4,-0.8,-3.12,Graduate
68817,1,39,1,9991,0,1,150.0,1,37,38,5,7,115.5,0,0,0,1,0,0,26,0,2,8,11,6,11.0,0,0,6,10,4,11.75,0,10.8,1.4,1.74,Dropout
68818,1,1,2,9670,1,1,127.0,1,19,37,5,7,123.5,1,0,0,1,0,1,19,0,0,5,10,4,14.5,0,0,5,6,5,11.6,0,9.4,-0.8,-3.12,Graduate
68819,1,17,3,9085,1,1,128.0,1,38,37,9,9,124.2,1,0,0,0,1,0,21,0,0,5,8,0,0.0,0,0,5,7,3,12.333333333333334,2,7.6,2.6,0.32,Dropout
68820,1,1,1,9238,1,1,145.0,1,1,19,5,4,131.3,0,0,0,1,0,1,19,0,0,6,7,6,12.0,0,0,6,7,5,12.8,0,13.9,-0.3,0.79,Graduate
68821,4,39,1,8014,0,1,133.1,1,34,34,0,0,128.2,0,0,0,1,0,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
68822,1,17,1,9853,1,1,133.1,1,1,1,9,9,115.5,1,0,0,1,0,0,21,0,0,6,8,4,12.5,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
68823,1,17,1,9254,1,1,125.0,1,1,1,3,3,118.0,1,0,0,1,0,0,20,0,0,6,10,6,11.625,0,0,6,10,5,12.4,0,12.4,0.5,1.79,Graduate
68824,1,1,1,9070,1,1,130.0,1,1,1,5,5,130.8,0,0,0,1,0,1,19,0,0,6,8,6,12.0,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
68825,1,39,1,9991,0,1,140.0,1,37,37,9,9,125.3,1,0,0,0,1,0,24,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
68826,1,42,1,9070,1,1,135.0,1,37,37,9,9,133.9,1,0,0,1,0,0,21,0,5,12,12,11,13.454545454545457,0,5,11,11,11,12.5454545454543,0,16.2,0.3,-0.92,Graduate
68827,1,1,2,9147,1,1,131.0,1,38,19,5,5,118.8,1,0,0,1,0,0,20,0,0,5,6,5,14.5,0,0,5,8,4,13.8,0,12.4,0.5,1.79,Graduate
68828,1,1,1,9500,1,1,134.0,1,19,19,4,3,128.5,0,0,0,1,1,1,18,0,0,8,8,8,12.6125,0,0,8,8,8,12.6125,0,9.4,-0.8,-3.12,Graduate
68829,2,39,1,8014,0,19,133.1,1,37,37,9,9,100.0,0,0,0,1,1,0,49,0,0,6,6,6,12.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
68830,1,1,1,9500,1,1,124.0,1,37,37,90,90,129.3,1,0,0,1,1,0,19,0,0,7,8,6,12.55,0,0,7,8,6,12.55,0,7.6,2.6,0.32,Graduate
68831,1,1,1,9147,1,1,131.0,1,1,38,5,5,123.8,1,0,0,1,0,1,19,0,0,5,8,5,12.0,0,0,5,8,3,11.0,0,12.4,0.5,1.79,Enrolled
68832,1,1,1,9773,1,1,127.0,1,3,19,2,5,120.7,0,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
68833,1,1,1,9853,1,1,128.0,1,38,1,9,4,121.0,0,0,0,1,0,0,19,0,0,6,9,5,12.6,0,0,6,9,5,10.4,0,9.4,-0.8,-3.12,Enrolled
68834,1,1,1,9773,1,1,123.0,1,38,37,5,7,114.7,0,0,0,1,0,1,18,0,0,6,6,6,13.5,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Enrolled
68835,1,17,3,9670,1,1,118.0,1,19,19,9,9,110.5,1,0,0,1,1,1,19,0,0,6,7,6,13.166666666666666,0,0,6,8,6,14.0,0,12.4,0.5,1.79,Graduate
68836,1,1,1,9147,1,1,133.1,1,37,37,9,9,116.7,1,0,0,1,1,0,20,0,0,5,8,3,11.0,0,0,5,6,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
68837,2,39,2,9853,1,19,133.1,1,34,34,0,0,110.0,0,0,0,1,0,0,47,0,0,6,11,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
68838,1,44,1,9003,1,39,130.0,1,1,38,4,4,130.0,1,0,0,1,1,0,21,0,0,6,7,6,12.666666666666666,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate
68839,2,39,1,9500,1,19,133.1,1,37,19,9,4,120.0,0,0,0,1,1,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
68840,1,44,1,9085,1,39,140.0,1,4,4,2,2,140.0,0,0,0,1,0,0,20,0,0,6,16,3,12.0,0,0,6,14,3,11.666666666666666,0,15.5,2.8,-4.06,Enrolled
68841,1,39,1,9085,1,1,140.0,1,19,37,9,5,120.0,0,0,0,1,0,0,32,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
68842,4,39,1,9254,1,1,120.0,1,37,37,0,0,110.0,0,0,0,0,1,0,47,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
68843,1,17,1,9500,1,1,145.0,1,12,1,4,7,132.9,1,0,0,1,0,0,18,0,0,7,7,7,13.785714285714286,0,0,8,8,8,16.09375,0,13.9,-0.3,0.79,Enrolled
68844,1,17,3,9130,1,1,157.0,1,3,3,2,2,146.2,1,0,0,1,1,0,19,0,0,6,6,6,15.5,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate
68845,1,17,2,9500,1,1,137.0,1,19,19,7,7,126.4,1,0,0,1,0,0,18,0,0,7,7,7,15.46875,0,0,8,9,8,16.377777777778,0,16.2,0.3,-0.92,Graduate
68846,1,1,1,9147,1,1,131.0,1,37,38,9,7,130.6,0,0,0,1,0,1,18,0,0,5,5,5,12.8,0,0,5,10,5,11.857142857142858,0,10.8,1.4,1.74,Graduate
68847,1,1,1,9670,1,1,141.0,1,1,1,9,9,128.7,0,0,0,1,0,1,19,0,0,6,8,5,12.8,0,0,6,8,6,13.0,0,12.4,0.5,1.79,Graduate
68848,1,39,1,9003,1,19,133.1,1,1,1,9,6,154.4,1,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
68849,1,1,1,9670,1,1,125.0,1,1,38,9,9,120.1,1,0,1,1,1,0,19,0,0,6,7,6,13.333333333333334,0,0,6,9,6,13.2,0,8.9,1.4,3.51,Graduate
68850,1,1,2,9773,1,1,120.0,1,1,38,7,9,111.3,1,0,0,1,1,1,18,0,0,6,11,4,10.75,0,0,6,15,4,12.25,0,12.4,0.5,1.79,Dropout
68851,1,1,1,9500,1,1,145.0,1,3,1,4,4,129.0,0,0,0,1,0,0,19,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduate
68852,1,42,1,9500,1,1,140.0,1,19,2,3,4,120.0,1,0,1,0,0,0,24,0,0,8,8,8,12.5,0,0,8,8,8,12.5,0,9.4,-0.8,-3.12,Dropout
68853,1,1,3,9500,1,1,145.0,1,3,19,2,3,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
68854,2,7,1,9991,0,3,130.0,1,1,1,9,9,130.0,0,0,0,0,1,0,34,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
68855,1,39,1,9670,1,19,133.1,1,19,19,3,3,95.5,0,0,0,0,1,0,24,0,0,6,10,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
68856,1,17,2,171,1,1,133.1,1,19,37,7,7,123.0,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,8,0,0.0,0,15.5,2.8,-4.06,Graduate
68857,1,39,1,9500,1,1,120.0,1,37,37,9,9,114.8,0,0,0,1,1,0,25,0,0,7,7,0,0.0,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Dropout
68858,1,39,1,9500,1,1,150.0,1,37,37,5,5,120.0,0,0,0,1,0,1,25,0,0,8,8,8,14.805714285714286,0,0,8,8,8,14.805714285714286,0,9.4,-0.8,-3.12,Graduate
68859,1,1,4,9500,1,1,139.0,1,1,38,9,5,117.8,1,0,0,1,0,0,19,0,0,8,8,7,13.785714285714286,0,0,8,8,7,13.785714285714286,0,12.7,3.7,-1.7,Graduate
68860,1,1,1,9773,1,1,121.0,1,19,38,7,7,121.0,1,0,0,1,0,0,19,0,0,6,7,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
68861,1,1,1,9238,1,1,132.0,1,19,19,5,7,127.9,0,0,0,1,0,1,18,0,0,6,7,6,11.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
68862,1,1,1,9773,1,1,123.0,1,19,19,3,8,134.0,0,0,0,1,0,1,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.666666666666666,0,12.4,0.5,1.79,Graduate
68863,1,39,1,9991,0,1,140.0,1,37,37,9,9,140.0,1,0,0,0,1,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
68864,1,1,3,9773,1,1,133.0,1,37,37,9,9,134.4,1,0,0,1,0,1,22,0,0,6,7,6,13.166666666666666,0,0,6,9,4,13.2,0,9.4,-0.8,-3.12,Enrolled
68865,1,1,1,9773,1,1,111.0,1,19,19,9,7,105.1,1,0,0,1,1,0,20,0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,Graduate
68866,1,1,1,9147,1,1,131.0,1,19,19,4,7,123.6,0,0,0,1,0,0,20,0,0,5,10,4,11.75,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Dropout
68867,1,1,6,9500,1,1,128.0,1,38,38,7,7,124.7,1,0,0,1,0,0,18,0,0,7,11,7,13.79714285714286,0,0,8,9,8,13.775,0,15.5,2.8,-4.06,Graduate
68868,1,7,1,9130,1,3,130.0,1,37,37,90,90,130.0,0,0,0,1,0,0,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
68869,2,39,2,9147,1,1,140.0,1,37,37,9,9,140.0,0,0,0,0,1,0,43,0,0,5,9,1,10.0,0,0,5,10,1,13.0,0,9.4,-0.8,-3.12,Dropout
68870,1,44,1,9003,1,39,130.0,1,1,38,3,9,130.0,1,0,0,1,0,1,20,0,0,6,8,6,13.0,0,0,6,8,6,13.0,0,12.4,0.5,1.79,Graduate
68871,1,1,1,9254,1,1,125.0,1,1,19,5,7,124.5,0,0,0,1,0,1,18,0,0,6,9,6,12.285714285714286,0,0,6,6,4,12.0,0,16.2,0.3,-0.92,Graduate
68872,1,17,1,9238,1,1,127.0,1,1,1,4,4,120.4,1,0,0,1,0,0,19,0,0,6,10,5,13.6,0,0,6,11,4,12.5,0,16.2,0.3,-0.92,Graduate
68873,1,1,1,9238,1,1,130.0,1,1,19,4,4,133.4,1,0,0,1,0,0,18,0,0,6,7,6,12.142857142857142,0,0,6,6,5,12.8,0,12.4,0.5,1.79,Graduate
68874,1,1,1,9853,1,1,123.0,1,19,19,9,4,117.8,0,0,0,1,0,1,20,0,0,7,7,7,12.857142857142858,0,0,8,8,8,12.625,0,10.8,1.4,1.74,Graduate
68875,1,1,1,9773,1,1,150.0,1,1,19,4,10,145.2,0,0,0,1,1,0,20,0,0,6,8,5,13.4,0,0,6,7,6,12.625,0,16.2,0.3,-0.92,Enrolled
68876,1,17,1,9773,1,1,124.0,1,37,37,9,6,113.9,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
68877,2,39,1,9991,0,1,133.1,1,38,38,4,8,130.0,0,0,0,1,1,0,28,0,0,5,5,5,13.2,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
68878,1,17,3,9254,1,1,133.1,1,38,38,5,0,111.5,1,0,0,1,0,0,19,0,0,6,12,3,12.0,0,0,6,12,1,11.0,0,7.6,2.6,0.32,Enrolled
68879,1,1,1,9119,1,1,142.0,1,19,19,9,8,132.8,1,0,0,1,1,0,18,0,0,5,10,2,10.0,0,0,5,8,3,10.333333333333334,2,7.6,2.6,0.32,Enrolled
68880,1,1,1,9773,1,1,122.0,1,19,19,9,9,126.9,1,0,0,1,0,0,18,0,0,6,13,3,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Enrolled
68881,1,17,4,9500,1,1,133.1,1,38,19,5,7,128.0,1,0,0,1,0,1,19,0,0,7,9,7,13.175,0,0,8,8,8,14.875,0,10.8,1.4,1.74,Graduate
68882,1,42,1,9500,1,1,138.0,1,1,1,4,9,124.8,0,0,0,1,0,0,19,0,0,8,8,8,14.25,0,0,8,8,8,14.25,0,9.4,-0.8,-3.12,Graduate
68883,1,17,1,9147,1,1,119.0,1,37,38,4,10,125.0,0,0,0,1,0,0,20,0,0,5,7,3,12.333333333333334,0,0,5,6,5,10.4,0,9.4,-0.8,-3.12,Graduate
68884,1,39,1,9119,1,19,133.1,1,37,37,4,5,110.0,0,0,1,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
68885,1,17,1,9238,1,1,125.0,1,38,37,5,7,118.1,0,0,0,1,0,0,21,0,0,6,9,5,12.2,0,0,6,13,5,11.6,0,7.6,2.6,0.32,Graduate
68886,1,17,2,9254,1,1,129.0,1,3,3,1,2,124.0,1,0,0,1,1,0,20,0,0,6,12,3,12.0,0,0,6,12,0,0.0,0,12.7,3.7,-1.7,Dropout
68887,1,1,3,9254,1,1,121.0,1,1,19,4,3,111.1,0,0,0,1,0,0,20,0,0,6,9,5,12.2,0,0,6,9,4,11.5,0,13.9,-0.3,0.79,Enrolled
68888,2,39,1,9238,1,12,133.1,1,37,37,7,7,107.5,0,0,0,0,0,0,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
68889,1,17,1,9238,1,1,125.0,1,19,19,9,9,118.0,1,0,0,1,0,0,19,0,0,6,8,5,10.8,0,0,6,9,4,13.0,0,12.4,0.5,1.79,Enrolled
68890,1,1,1,171,1,1,121.0,1,38,37,9,8,114.3,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
68891,1,17,1,9119,1,1,96.0,1,37,37,8,6,96.0,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,3,16.2,0.3,-0.92,Dropout
68892,1,17,1,9853,1,1,133.1,1,37,38,0,4,118.5,0,0,0,1,0,0,19,0,0,6,12,4,12.25,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
68893,1,17,1,9773,1,1,147.0,1,1,1,5,7,144.1,1,0,0,1,0,1,19,0,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate
68894,1,1,5,9500,1,1,108.0,1,4,1,4,4,106.4,1,0,0,1,0,0,19,0,0,7,11,2,12.5,0,0,7,9,6,11.77142857142857,0,8.9,1.4,3.51,Enrolled
